p1    7365.47   9950.00     12
p2    7365.47   9950.00     17
p3    5420.93   9950.00	    4
p4    9226.37   9950.00	    22
p5    4741.39   9950.00     19
p6    6027.3    9950.00	    13
p7    2640.04   9950.00	    5
