X, Y, Z, Concentration
4150.0000,50.0000,-30.0000,1.34441679e-024
4250.0000,50.0000,-30.0000,1.04829391e-021
4350.0000,50.0000,-30.0000,7.97828626e-019
4450.0000,50.0000,-30.0000,6.09546191e-016
4550.0000,50.0000,-30.0000,4.98997111e-013
4650.0000,50.0000,-30.0000,4.82353657e-010
4750.0000,50.0000,-30.0000,1.94391063e-007
4850.0000,50.0000,-30.0000,4.45085643e-005
4950.0000,50.0000,-30.0000,2.50970916e-004
5050.0000,50.0000,-30.0000,7.38494506e-004
5150.0000,50.0000,-30.0000,1.61133823e-003
5250.0000,50.0000,-30.0000,2.96887360e-003
5350.0000,50.0000,-30.0000,4.88159526e-003
5450.0000,50.0000,-30.0000,7.39744073e-003
5550.0000,50.0000,-30.0000,1.05531737e-002
5650.0000,50.0000,-30.0000,1.43843591e-002
5750.0000,50.0000,-30.0000,1.89219881e-002
5850.0000,50.0000,-30.0000,2.41985172e-002
5950.0000,50.0000,-30.0000,3.02543174e-002
6050.0000,50.0000,-30.0000,3.71574499e-002
6150.0000,50.0000,-30.0000,4.49551679e-002
6250.0000,50.0000,-30.0000,5.39974682e-002
6350.0000,50.0000,-30.0000,6.36411607e-002
6450.0000,50.0000,-30.0000,7.83318803e-002
6550.0000,50.0000,-30.0000,8.82156268e-002
6650.0000,50.0000,-30.0000,8.87900814e-002
6750.0000,50.0000,-30.0000,2.11896896e+000
6850.0000,50.0000,-30.0000,7.07716560e+000
6950.0000,50.0000,-30.0000,1.67658825e+001
7050.0000,50.0000,-30.0000,3.12810268e+001
7150.0000,50.0000,-30.0000,3.44939651e+001
7250.0000,50.0000,-30.0000,3.47674446e+001
7350.0000,50.0000,-30.0000,3.47158318e+001
7450.0000,50.0000,-30.0000,3.47458267e+001
7550.0000,50.0000,-30.0000,3.47900124e+001
7650.0000,50.0000,-30.0000,3.47727547e+001
7750.0000,50.0000,-30.0000,3.24394150e+001
7850.0000,50.0000,-30.0000,3.39583397e+001
50.0000,50.0000,-35.0000,0.00000000e+000
150.0000,50.0000,-35.0000,0.00000000e+000
